id1,id2,weight,distance,pct_lufthansa_group,pct_air_france_klm_group,pct_iag_group,pct_nordic_legacy,pct_mediterranean_legacy,pct_turkish_and_south_east_legacy,pct_ryanair_group,pct_easyjet_group,pct_wizz_group,pct_other_low_cost_leisure,pct_cargo,pct_other_specialized,pct_narrowbody_airbus,pct_narrowbody_boeing,pct_widebody,pct_regional,pct_business_jet,operator_coverage,aircraft_coverage,log_total_flights,log_unique_callsigns
"Amsterdam, NL","Zurich, CH",145,603.4699999999999,0.45390070921985815,0.5390070921985816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602835,0.328125,0.40625,0.046875,0.1875,0.03125,0.9724137931034482,0.8827586206896552,4.983606621708336,3.4011973816621555
"Amsterdam, NL","Göteborg, SE",54,760.16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4423076923076923,0.0,0.5384615384615384,0.019230769230769232,0.9814814814814815,0.9629629629629629,4.007333185232471,2.4849066497880004
"Amsterdam, NL","Belfast, GB",27,759.8099999999998,0.0,0.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.2962962962962963,0.0,0.0,0.7037037037037037,0.0,1.0,1.0,3.332204510175204,1.9459101490553132
"Amsterdam, NL","Bordeaux, FR",39,923.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,3.6888794541139363,2.1972245773362196
"Amsterdam, NL","Stockholm, SE",117,1142.3699999999997,0.0,0.6574074074074074,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.48484848484848486,0.3939393939393939,0.0,0.12121212121212122,0.0,0.9230769230769231,0.8461538461538461,4.770684624465665,3.2188758248682006
"Amsterdam, NL","Lisbon, PT",58,1846.2999999999997,0.0,0.3103448275862069,0.0,0.0,0.4827586206896552,0.0,0.0,0.0,0.0,0.20689655172413793,0.0,0.0,0.5660377358490566,0.4339622641509434,0.0,0.0,0.0,1.0,0.9137931034482759,4.07753744390572,2.833213344056216
"Amsterdam, NL","Southampton, GB",32,448.49,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.8666666666666667,0.0,0.75,0.9375,3.4965075614664802,2.302585092994046
"Amsterdam, NL","Vienna, AT",83,959.4800000000001,0.5542168674698795,0.42168674698795183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.012048192771084338,0.6835443037974683,0.189873417721519,0.02531645569620253,0.10126582278481013,0.0,1.0,0.9518072289156626,4.430816798843313,3.044522437723423
"Amsterdam, NL","Newcastle upon Tyne, Tyne and Wear, GB",61,521.9799999999999,0.0,0.8688524590163934,0.0,0.0,0.0,0.0,0.0,0.13114754098360656,0.0,0.0,0.0,0.0,0.5,0.11538461538461539,0.0,0.38461538461538464,0.0,1.0,0.8524590163934426,4.127134385045092,2.5649493574615367
"Amsterdam, NL","Barcelona, ES",146,1241.14,0.0,0.3586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6344827586206897,0.0,0.006896551724137931,0.6567164179104478,0.3283582089552239,0.007462686567164179,0.0,0.007462686567164179,0.9931506849315068,0.9178082191780822,4.990432586778736,3.5553480614894135
